method,score,reason,address_score,name_score,owner_score,city_score,dc_excel_row,dc_owner,dc_name,dc_country,dc_city,dc_address,dc_lat,dc_long,451_excel_row,451_owner,451_name,451_country,451_city,451_address,451_lat,451_long
01_lat_long_2dp,1.0,"Rounded lat/long key 42.68, 23.40",1.0,1.0,1.0,1.0,5513,Equinix,SO2,Bulgaria,Sofia,"ulitsa ""Poruchik Nedelcho Bonchev"" 33, 1528 Sofia, Bulgaria",42.67530295,23.40110115,20152,"Equinix, Inc.",SO2,Bulgaria,Sofia,Ulitsa Poruchik Nedelcho Bonchev 33,42.67514,23.4012
01_lat_long_2dp,1.0,"Rounded lat/long key 42.68, 23.37",0.8936,0.0714,0.1538,1.0,5515,S3 Company,S3 DC,Bulgaria,Sofia,"Boulevard ""Shipchenski Prohod"" 63, 1574 g.k. Hristo Smirnenski, Sofia, Bulgaria",42.67892957,23.36735259,14351,Gtt Bulgaria Ead,Interoute Bulgaria SOF-SHI,Bulgaria,Sofia,"63, Shipchenski Prohod Blvd.",42.678627,23.367323
01_lat_long_2dp,1.0,"Rounded lat/long key 42.68, 23.37",0.8936,0.0714,0.1429,1.0,5515,S3 Company,S3 DC,Bulgaria,Sofia,"Boulevard ""Shipchenski Prohod"" 63, 1574 g.k. Hristo Smirnenski, Sofia, Bulgaria",42.67892957,23.36735259,14352,EXA Infrastructure,Interoute Bulgaria SOF-SHI,Bulgaria,Sofia,"63, Shipchenski Prohod Blvd.",42.678627,23.367323
01_lat_long_2dp,1.0,"Rounded lat/long key 42.68, 23.37",0.8936,1.0,1.0,1.0,5515,S3 Company,S3 DC,Bulgaria,Sofia,"Boulevard ""Shipchenski Prohod"" 63, 1574 g.k. Hristo Smirnenski, Sofia, Bulgaria",42.67892957,23.36735259,19245,S3 Company Ltd.,S3 Company Ltd.,Bulgaria,Sofia,63 Shipchenski Prohod Blvd.,42.678627,23.367323
01_lat_long_2dp,1.0,"Rounded lat/long key 42.69, -71.21",0.8148,1.0,0.4138,1.0,5520,TierPoint,Andover (AND),United States of America,Andover,"15 Shattuck Rd, Andover, MA 01810",42.6857266,-71.20872472,8703,Menlo Equities VI LP,Andover,United States of America,Andover,15 Shattuck Road,42.68577,-71.20883
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, -71.21",0.8387,0.24,0.2353,1.0,5522,Navisite,Andover,United States of America,North Andover,"400 Minuteman Rd, Andover, MA 01810, United States",42.69672374,-71.21124738,8288,Mapletree Industrial Trust,400 Minuteman Road,United States of America,Andover,400 Minuteman Road,42.69657,-71.211131
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, 23.32",0.0769,0.2667,0.3636,1.0,5523,Evolink,Data Center Sofia 1,Bulgaria,Sofia,TBC,42.69695314,23.32235659,11186,Info Data Center Ltd.,Data Center Bulgaria,Bulgaria,Sofia,"1, Momin Kladenetz Str. 2",42.697708,23.321867
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, 23.32",0.0769,0.2105,0.1034,1.0,5523,Evolink,Data Center Sofia 1,Bulgaria,Sofia,TBC,42.69695314,23.32235659,21700,Bulgarian Telecommunications Company AD d/b/a VIVACOM,Vivacom DC West,Bulgaria,Sofia,8 Haidushka Polyana Str.,42.697708,23.321867
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, -2.91",0.5385,1.0,0.1379,0.9091,5524,Merlin Properties,Arasur,Spain,Ribabellosa,"P.I. Arasur, Supermanzana 6, Avenida RÃ­o Zadorra, 01213 Erriberabeitia, Ãlava, Spain",42.69881344,-2.907405271,9448,Edged Energy,Bilbao Arasur (BIL02),Spain,Rivabellosa,Avenida Ribera Baja,42.6976,-2.91098
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, -2.91",0.5385,1.0,0.1379,0.9091,5524,Merlin Properties,Arasur,Spain,Ribabellosa,"P.I. Arasur, Supermanzana 6, Avenida RÃ­o Zadorra, 01213 Erriberabeitia, Ãlava, Spain",42.69881344,-2.907405271,9449,Edged Energy,Bilbao Arasur (BIO03),Spain,Rivabellosa,Avenida Ribera Baja,42.69763,-2.91103
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, -2.91",0.8966,0.4,0.1379,0.9091,5524,Merlin Properties,Arasur,Spain,Ribabellosa,"P.I. Arasur, Supermanzana 6, Avenida RÃ­o Zadorra, 01213 Erriberabeitia, Ãlava, Spain",42.69881344,-2.907405271,9460,Edged Energy,BIO01-ARA,Spain,Rivabellosa,Avenida de Álava,42.69853,-2.90829
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, 23.31",0.6154,0.2,0.25,1.0,5525,Digital Realty,Sofia Center,Bulgaria,Sofia,"ul. ""Ovcho pole"" 122, 1303 Sofia Center, Sofia, Bulgaria",42.70287699,23.30628025,14353,EXA Infrastructure,Interoute Bulgaria SOF003,Bulgaria,Sofia,122 Ovche Pole Str.,42.702735,23.306259
01_lat_long_2dp,1.0,"Rounded lat/long key 42.70, 23.31",0.5517,1.0,0.2,1.0,5525,Digital Realty,Sofia Center,Bulgaria,Sofia,"ul. ""Ovcho pole"" 122, 1303 Sofia Center, Sofia, Bulgaria",42.70287699,23.30628025,20880,"The Brookfield Group, LLC",Telepoint Sofia Center,Bulgaria,Sofia,122 Ovche Pole Street,42.702735,23.306259
01_lat_long_2dp,1.0,"Rounded lat/long key 42.78, -1.71",0.2353,0.4167,0.5,0.5,5531,VDR Group,Campus Data Navarra,Spain,Cizur,null,42.78066226,-1.709750038,17960,Vdr Mutilva Sl,Pamplona 1,Spain,Zizur Mayor,Calle Arrobia,42.781897,-1.71133
01_lat_long_2dp,1.0,"Rounded lat/long key 42.78, -1.71",0.2353,0.4167,0.5,0.5,5531,VDR Group,Campus Data Navarra,Spain,Cizur,null,42.78066226,-1.709750038,17961,Vdr Mutilva Sl,Pamplona 2,Spain,Zizur Mayor,Calle Arrobia,42.781897,-1.71133
01_lat_long_2dp,1.0,"Rounded lat/long key 42.78, -1.71",0.2353,0.4167,0.5,0.5,5531,VDR Group,Campus Data Navarra,Spain,Cizur,null,42.78066226,-1.709750038,17962,Vdr Mutilva Sl,Pamplona 3,Spain,Zizur Mayor,Calle Arrobia,42.781897,-1.71133
01_lat_long_2dp,1.0,"Rounded lat/long key 42.78, -1.71",0.2353,0.4167,0.5,0.5,5531,VDR Group,Campus Data Navarra,Spain,Cizur,null,42.78066226,-1.709750038,17963,Vdr Mutilva Sl,Pamplona 4,Spain,Zizur Mayor,Calle Arrobia,42.781897,-1.71133
01_lat_long_2dp,1.0,"Rounded lat/long key 42.83, -85.67",0.7532,0.2857,0.9231,0.2353,5534,123NET,Grand Rapids (DC4),United States of America,Byron,"400 76th St SW, Byron Center, MI 49315",42.82547102,-85.67262129,11827,123.Net Inc.,DET 4,United States of America,Grand Rapids,"400 South 76th Street Ste. 12., Byron Center",42.82542,-85.672808
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",0.4304,0.9231,1.0,0.1429,5539,Switch,The Pyramid Campus - Grand Rapids 3,United States of America,Gaines,"6100 E Paris Ave SE, Caledonia, MI 49316, United States",42.84984834,-85.56004967,13192,"Switch, Inc.",Grand Rapids DC 1,United States of America,Kentwood,East Paris Avenue Southeast,42.85182,-85.5612
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",0.2985,0.6667,1.0,0.1429,5539,Switch,The Pyramid Campus - Grand Rapids 3,United States of America,Gaines,"6100 E Paris Ave SE, Caledonia, MI 49316, United States",42.84984834,-85.56004967,20602,"Switch, Inc.",Switch Pyramid,United States of America,Kentwood,4200 60th St SE,42.8521,-85.56025
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",0.2571,1.0,1.0,0.1935,5540,Switch,The Pyramid Campus - Grand Rapids 1,United States of America,Gaines Charter Township,"4200 60th St SE , Kentwood, Michigan, 49512, USA",42.852057,-85.560092,13192,"Switch, Inc.",Grand Rapids DC 1,United States of America,Kentwood,East Paris Avenue Southeast,42.85182,-85.5612
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",1.0,0.6667,1.0,0.1935,5540,Switch,The Pyramid Campus - Grand Rapids 1,United States of America,Gaines Charter Township,"4200 60th St SE , Kentwood, Michigan, 49512, USA",42.852057,-85.560092,20602,"Switch, Inc.",Switch Pyramid,United States of America,Kentwood,4200 60th St SE,42.8521,-85.56025
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",0.4304,0.9231,1.0,0.1429,5541,Switch,The Pyramid Campus - Grand Rapids 2,United States of America,Gaines,"6100 E Paris Ave SE, Caledonia, MI 49316, United States",42.85217488,-85.56344102,13192,"Switch, Inc.",Grand Rapids DC 1,United States of America,Kentwood,East Paris Avenue Southeast,42.85182,-85.5612
01_lat_long_2dp,1.0,"Rounded lat/long key 42.85, -85.56",0.2985,0.6667,1.0,0.1429,5541,Switch,The Pyramid Campus - Grand Rapids 2,United States of America,Gaines,"6100 E Paris Ave SE, Caledonia, MI 49316, United States",42.85217488,-85.56344102,20602,"Switch, Inc.",Switch Pyramid,United States of America,Kentwood,4200 60th St SE,42.8521,-85.56025
01_lat_long_2dp,1.0,"Rounded lat/long key 42.86, 13.72",1.0,1.0,0.6087,0.35,5542,IP Telecom Italy,Ascoli Piceno,Italy,Piattoni - Villa Sant'Antonio,"Str. Prov, Strada Provinciale 43 Mezzina, snc, 63100 Ascoli Piceno AP, Italy",42.86058792,13.7232379,8806,Internet Protocol Telecom Limited,Ascoli Piceno,Italy,Ascoli Piceno,Str.Prov. Mezzina,42.861936,13.72435
01_lat_long_2dp,1.0,"Rounded lat/long key 42.86, -87.98",0.3019,1.0,0.2222,1.0,5543,Expedient,Franklin,United States of America,Franklin,"4777 Ironwood Dr, Franklin, WI 53132, USA",42.86321543,-87.97775576,12911,"Wisconsin CyberLynk Network, Inc.",Franklin,United States of America,Franklin,10125 S. 52nd St.,42.861838,-87.982858
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",0.7333,1.0,1.0,1.0,5549,Centrilogic,"Buffalo, New York Data Center",United States of America,Buffalo,"350 Main St, Buffalo, NY 14202",42.88394624,-78.87576651,9810,"CentriLogic, Inc.",Buffalo,United States of America,Buffalo,350 Main St. Ste. 100,42.884112,-78.875431
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",0.6957,0.8235,0.4516,1.0,5549,Centrilogic,"Buffalo, New York Data Center",United States of America,Buffalo,"350 Main St, Buffalo, NY 14202",42.88394624,-78.87576651,9811,"365 Data Centers Services, LLC",Buffalo (NY),United States of America,Buffalo,350 Main Street,42.88366,-78.87555
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",1.0,0.2105,0.4516,1.0,5549,Centrilogic,"Buffalo, New York Data Center",United States of America,Buffalo,"350 Main St, Buffalo, NY 14202",42.88394624,-78.87576651,17572,"365 Data Centers Services, LLC",NY2,United States of America,Buffalo,350 Main St.,42.884112,-78.875431
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",0.623,1.0,0.4545,1.0,5550,365 Data Centers,Buffalo - BU1,United States of America,Buffalo,"350 Main Street Suite 102, Buffalo, NY 14202",42.88422017,-78.87540984,9810,"CentriLogic, Inc.",Buffalo,United States of America,Buffalo,350 Main St. Ste. 100,42.884112,-78.875431
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",1.0,0.8235,1.0,1.0,5550,365 Data Centers,Buffalo - BU1,United States of America,Buffalo,"350 Main Street Suite 102, Buffalo, NY 14202",42.88422017,-78.87540984,9811,"365 Data Centers Services, LLC",Buffalo (NY),United States of America,Buffalo,350 Main Street,42.88366,-78.87555
01_lat_long_2dp,1.0,"Rounded lat/long key 42.88, -78.88",0.8421,0.0,1.0,1.0,5550,365 Data Centers,Buffalo - BU1,United States of America,Buffalo,"350 Main Street Suite 102, Buffalo, NY 14202",42.88422017,-78.87540984,17572,"365 Data Centers Services, LLC",NY2,United States of America,Buffalo,350 Main St.,42.884112,-78.875431
01_lat_long_2dp,1.0,"Rounded lat/long key 42.89, -78.87",1.0,0.2857,1.0,1.0,5551,Elm Data,Elm Data Centre,United States of America,Buffalo,"235 Elm St, Buffalo, NY 14203",42.88738163,-78.86821102,12336,Elm Data Center,EDC1,United States of America,Buffalo,235 Elm St,42.887378,-78.868077
01_lat_long_2dp,1.0,"Rounded lat/long key 42.89, -78.88",1.0,0.381,0.3333,1.0,5553,ColoCrossing,BUF1,United States of America,Buffalo,"325 Delaware Ave #302, Buffalo, NY 14202",42.8929923,-78.87525627,9812,"Lumen Technologies, Inc.",Buffalo - Premier 1,United States of America,Buffalo,325 Delaware Ave.,42.893049,-78.875319
01_lat_long_2dp,1.0,"Rounded lat/long key 42.89, -78.88",0.0,0.0,0.3478,1.0,5553,ColoCrossing,BUF1,United States of America,Buffalo,"325 Delaware Ave #302, Buffalo, NY 14202",42.8929923,-78.87525627,17229,Northern Data AG,New York,United States of America,Buffalo,,42.88597,-78.8755
01_lat_long_2dp,1.0,"Rounded lat/long key 42.93, -71.46",1.0,1.0,1.0,1.0,5558,FirstLight Fiber,FirstLight Bedford,United States of America,Bedford,"8 Commerce Dr, Bedford, NH 03110",42.92825004,-71.46385471,9299,FirstLight Fiber,Bedford,United States of America,Bedford,8 Commerce Dr.,42.92823,-71.463887
01_lat_long_2dp,1.0,"Rounded lat/long key 42.97, -83.78",1.0,0.2703,0.1935,1.0,5561,Otava,Otava Mid Michigan,United States of America,Flint,"5225 Exchange Drive 48507 Flint Michigan, USA",42.96868711,-83.77964217,8321,Mapletree Industrial Trust,5225 Exchange Drive,United States of America,Flint,5225 Exchange Drive,42.96875,-83.77966
01_lat_long_2dp,1.0,"Rounded lat/long key 42.97, -71.47",0.9167,0.2632,0.3571,1.0,5562,FirstLight Fiber,FirstLight Manchester,United States of America,Manchester,"77 Sundial Ave, Manchester, NH 03103",42.97237382,-71.46875238,17284,Crown Castle Inc.,NH1 - 1 Sundial Ave,United States of America,Manchester,1 Sundial Ave,42.972613,-71.469472
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",0.5,0.0952,0.2759,1.0,5564,US Signal,WI02 â€“ Madison Data Center,United States of America,Fitchburg,"5515 Nobel Drive, Fitchburg, WI 53711",42.9947,-89.4236,12689,Oneneck It Solutions LLC,Fitchburg,United States of America,Fitchburg,5515 Noble Dr.,42.994734,-89.423602
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",0.5,0.0952,0.2759,1.0,5564,US Signal,WI02 â€“ Madison Data Center,United States of America,Fitchburg,"5515 Nobel Drive, Fitchburg, WI 53711",42.9947,-89.4236,12690,Oneneck It Solutions LLC,Fitchburg,United States of America,Fitchburg,5515 Noble Dr.,42.994734,-89.423602
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",1.0,0.7778,0.2759,1.0,5564,US Signal,WI02 â€“ Madison Data Center,United States of America,Fitchburg,"5515 Nobel Drive, Fitchburg, WI 53711",42.9947,-89.4236,15835,Oneneck It Solutions LLC,Madison - MSN,United States of America,Fitchburg,5515 Nobel Drive,42.994734,-89.42347
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",0.7,0.125,1.0,1.0,5565,OneNeck IT Solutions,Madison,United States of America,Fitchburg,"5515 Nobel Dr, Fitchburg, WI 53711, United States",42.99471415,-89.42322255,12689,Oneneck It Solutions LLC,Fitchburg,United States of America,Fitchburg,5515 Noble Dr.,42.994734,-89.423602
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",0.7,0.125,1.0,1.0,5565,OneNeck IT Solutions,Madison,United States of America,Fitchburg,"5515 Nobel Dr, Fitchburg, WI 53711, United States",42.99471415,-89.42322255,12690,Oneneck It Solutions LLC,Fitchburg,United States of America,Fitchburg,5515 Noble Dr.,42.994734,-89.423602
01_lat_long_2dp,1.0,"Rounded lat/long key 42.99, -89.42",0.7692,1.0,1.0,1.0,5565,OneNeck IT Solutions,Madison,United States of America,Fitchburg,"5515 Nobel Dr, Fitchburg, WI 53711, United States",42.99471415,-89.42322255,15835,Oneneck It Solutions LLC,Madison - MSN,United States of America,Fitchburg,5515 Nobel Drive,42.994734,-89.42347
01_lat_long_2dp,1.0,"Rounded lat/long key 43.01, -87.96",1.0,0.0,1.0,1.0,5566,TierPoint,Milwaukee,United States of America,Milwaukee,"3701 W. Burnham St. Suite A 53215 Milwaukee Wisconsin, usa",43.00962038,-87.96108919,9280,"TierPoint, LLC",BDC,United States of America,Milwaukee,3701 W. Burnham St. Suite A,43.009435,-87.961218
01_lat_long_2dp,1.0,"Rounded lat/long key 43.01, -87.96",0.6667,1.0,1.0,1.0,5566,TierPoint,Milwaukee,United States of America,Milwaukee,"3701 W. Burnham St. Suite A 53215 Milwaukee Wisconsin, usa",43.00962038,-87.96108919,16372,"TierPoint, LLC",Milwaukee DC-1,United States of America,Milwaukee,3701 West Burnham Street,43.009435,-87.961218
01_lat_long_2dp,1.0,"Rounded lat/long key 43.01, -87.96",0.85,1.0,1.0,1.0,5566,TierPoint,Milwaukee,United States of America,Milwaukee,"3701 W. Burnham St. Suite A 53215 Milwaukee Wisconsin, usa",43.00962038,-87.96108919,16373,"TierPoint, LLC",Milwaukee DC-2,United States of America,Milwaukee,3701 W. Burnham St STE. C,43.009435,-87.961218
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.91",0.8387,0.3333,0.3103,1.0,5569,1547 Critical Systems Realty,MIWI1 (The Wells Building),United States of America,Milwaukee,"324 E Wisconsin Ave, Milwaukee, WI 53202, United States",43.03914906,-87.90678913,10621,"Cogent Communications Holdings, Inc.",Cogent Data Center - Milwaukee,United States of America,Milwaukee,324 East Wisconsin,43.039011,-87.90706
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.91",0.6842,0.2759,0.902,1.0,5569,1547 Critical Systems Realty,MIWI1 (The Wells Building),United States of America,Milwaukee,"324 E Wisconsin Ave, Milwaukee, WI 53202, United States",43.03914906,-87.90678913,16368,"fifteenfortyseven Critical Systems Realty, LLC",Milwaukee,United States of America,Milwaukee,324 East Wisconsin Avenue,43.03904,-87.907046
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.91",1.0,1.0,0.2727,1.0,5569,1547 Critical Systems Realty,MIWI1 (The Wells Building),United States of America,Milwaukee,"324 E Wisconsin Ave, Milwaukee, WI 53202, United States",43.03914906,-87.90678913,21818,Hoyos Consulting LLC,Wells Building,United States of America,Milwaukee,324 E. Wisconsin Ave.,43.03904,-87.907046
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.95",0.8824,1.0,1.0,1.0,5570,Data Holdings,Milwaukee,United States of America,Milwaukee,"3135 W Highland Blvd, Milwaukee, WI 53208, United States",43.043699,-87.953959,16366,Data Holdings,Milwaukee,United States of America,Milwaukee,3135 W Highland Ave.,43.044392,-87.947602
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.95",0.8824,1.0,1.0,1.0,5570,Data Holdings,Milwaukee,United States of America,Milwaukee,"3135 W Highland Blvd, Milwaukee, WI 53208, United States",43.043699,-87.953959,16370,Data Holdings,Milwaukee,United States of America,Milwaukee,3135 W. Highland Ave,43.044392,-87.947602
01_lat_long_2dp,1.0,"Rounded lat/long key 43.04, -87.95",0.8824,1.0,1.0,1.0,5570,Data Holdings,Milwaukee,United States of America,Milwaukee,"3135 W Highland Blvd, Milwaukee, WI 53208, United States",43.043699,-87.953959,16371,Data Holdings,Milwaukee 2,United States of America,Milwaukee,3135 W Highland Ave.,43.044392,-87.947602
01_lat_long_2dp,1.0,"Rounded lat/long key 43.05, -77.47",0.8936,0.3636,0.1935,1.0,5571,Synoptek,Synoptek,United States of America,Town of Pittsford,"1100 Pittsford Victor Rd 1st floor, Pittsford, NY 14534",43.04925137,-77.46662527,18400,Earthlink Holdings Corp.,PIT,United States of America,Pittsford,1100 Pittsford Victor Road,43.049309,-77.466522
01_lat_long_2dp,1.0,"Rounded lat/long key 43.05, -76.15",0.3673,0.6154,0.1481,1.0,5572,Westelcom,Westelcom Syracuse,United States of America,City of Syracuse,"109 S Warren St, Syracuse, NY 13202",43.0502221,-76.15037401,20663,"Lumen Technologies, Inc.",Syracuse - Premier 2,United States of America,Syracuse,2 Clinton Square,43.050308,-76.152462
01_lat_long_2dp,1.0,"Rounded lat/long key 43.05, -88.23",0.8636,1.0,1.0,0.625,5573,Mapletree Industrial Trust,"N15W24250 Riverwood Drive, Pewaukee",United States of America,Waukesha,"N15W24250 Riverwood Dr, Waukesha, WI 53188, USA",43.05285587,-88.23050008,16841,Mapletree Industrial Trust,"N15W24250 Riverwood  Drive, Pewaukee",United States of America,Pewaukee,N15W24250 Riverwood Drive,43.05294,-88.23058
01_lat_long_2dp,1.0,"Rounded lat/long key 43.07, -89.39",0.8889,1.0,0.125,1.0,5579,5Nines,Madison,United States of America,Madison,"222 W Washington Ave, Madison, WI 53703, USA",43.07334567,-89.38700663,15832,"ServerFarm, LLC",Madison,United States of America,Madison,316 W. Washington Ave.,43.072865,-89.388095
01_lat_long_2dp,1.0,"Rounded lat/long key 43.07, -89.39",1.0,1.0,0.2963,1.0,5579,5Nines,Madison,United States of America,Madison,"222 W Washington Ave, Madison, WI 53703, USA",43.07334567,-89.38700663,15834,"US Signal Company, L.L.C.",Madison,United States of America,Madison,222 W. Washington Ave.,43.073331,-89.387003
01_lat_long_2dp,1.0,"Rounded lat/long key 43.07, -89.39",0.4074,1.0,0.3333,1.0,5579,5Nines,Madison,United States of America,Madison,"222 W Washington Ave, Madison, WI 53703, USA",43.07334567,-89.38700663,15836,"Lumen Technologies, Inc.",Madison - Premier,United States of America,Madison,612 W Main St.,43.067792,-89.392132
01_lat_long_2dp,1.0,"Rounded lat/long key 43.07, -89.39",1.0,0.1111,0.3636,1.0,5579,5Nines,Madison,United States of America,Madison,"222 W Washington Ave, Madison, WI 53703, USA",43.07334567,-89.38700663,17093,Hoyos Consulting LLC,Network 222,United States of America,Madison,222 W. Washington Ave.,43.073331,-89.387003
01_lat_long_2dp,1.0,"Rounded lat/long key 43.07, -89.39",0.4074,0.4211,0.3636,1.0,5579,5Nines,Madison,United States of America,Madison,"222 W Washington Ave, Madison, WI 53703, USA",43.07334567,-89.38700663,21841,Hoyos Consulting LLC,West Main St,United States of America,Madison,612 W Main St.,43.067792,-89.392132
01_lat_long_2dp,1.0,"Rounded lat/long key 43.08, -79.04",0.8148,1.0,0.1739,1.0,5580,Cushman & Wakefield,150 Portage Road,United States of America,Niagara Falls,"150 Portage Rd, Niagara Falls, NY 14303",43.08472083,-79.04162689,18502,Wattum,Portage,United States of America,Niagara Falls,150 Portage Road,43.08496,-79.04175
01_lat_long_2dp,1.0,"Rounded lat/long key 43.13, 5.93",0.7347,1.0,1.0,1.0,5587,XL 360,Toulon,France,Toulon,"244 Bd Commandant Nicolas, 83000 Toulon, France",43.12780701,5.932879579,21202,XL 360,Toulon,France,Toulon,Boulevard du Commandant Nicolas,43.12779,5.93283
01_lat_long_2dp,1.0,"Rounded lat/long key 43.17, -77.67",1.0,1.0,1.0,1.0,5591,Centrilogic,Rochester New York Data Centre,United States of America,City of Rochester,"28 Mansfield St, Rochester, NY 14606",43.16716971,-77.67307961,19141,"CentriLogic, Inc.",Rochester,United States of America,Rochester,28 Mansfield St.,43.167127,-77.673029
01_lat_long_2dp,1.0,"Rounded lat/long key 43.21, 5.61",1.0,1.0,1.0,1.0,5597,ITinSell,La Ciotat,France,La Ciotat,"785 voie Antiope, La Ciotat, 13600, France",43.20851356,5.608632745,11457,"ITinSell, SARL",DC La Ciotat,France,La Ciotat,785 Voie Antiope,43.20837,5.60775
01_lat_long_2dp,1.0,"Rounded lat/long key 43.22, 2.35",0.5283,1.0,1.0,1.0,5599,Ataraxie,ATACENTER1,France,Carcassonne,"80 All. d'IÃ©na, 11000 Carcassonne, France",43.21740053,2.345446069,8839,Ataraxie,AtaCenter1,France,Carcassonne,80 Allee d'Iena,43.217414,2.345625
01_lat_long_2dp,1.0,"Rounded lat/long key 43.30, -2.01",0.6974,1.0,0.6364,1.0,5619,MasMovil Ibercom,San Sebastian,Spain,San SebastiÃ¡n,"Parque Empresarial Zuatzu, Edificio Easo 2Âº, 20018 Donostia-San Sebastian, Gipuzkoa, Spain",43.297466,-2.008781,14342,Ibercom Telecom SA,Internet Data Center San Sebastián,Spain,Donostia-San Sebastian,Juan F. Gilisagasti Kalea 2 Parque Empresarial Zuatzu Edifici Easo 2,43.296516,-2.009425
01_lat_long_2dp,1.0,"Rounded lat/long key 43.31, 5.37",1.0,1.0,1.0,1.0,5621,Digital Realty,MRS1,France,Marseille,"40 Avenue Roger Salengro, 13003 Marseille, France",43.31095825,5.373720351,15968,"Digital Realty Trust, Inc.",Marseille MRS1,France,Marseille,40 Avenue Roger Salengro,43.31076,5.37366
01_lat_long_2dp,1.0,"Rounded lat/long key 43.31, 5.37",1.0,0.2727,1.0,1.0,5621,Digital Realty,MRS1,France,Marseille,"40 Avenue Roger Salengro, 13003 Marseille, France",43.31095825,5.373720351,15975,"Digital Realty Trust, Inc.",Marseilles - Premier,France,Marseille,40 Avenue Roger Salengro,43.310375,5.373346
01_lat_long_2dp,1.0,"Rounded lat/long key 43.31, 5.37",0.2651,0.25,0.1538,1.0,5622,Phocea DC,DC-M1,France,Marseille,"28 Traverse du Moulin de la Villette, 13003 Marseille, France",43.31247137,5.37480062,15968,"Digital Realty Trust, Inc.",Marseille MRS1,France,Marseille,40 Avenue Roger Salengro,43.31076,5.37366
01_lat_long_2dp,1.0,"Rounded lat/long key 43.31, 5.37",0.2651,0.1,0.1538,1.0,5622,Phocea DC,DC-M1,France,Marseille,"28 Traverse du Moulin de la Villette, 13003 Marseille, France",43.31247137,5.37480062,15975,"Digital Realty Trust, Inc.",Marseilles - Premier,France,Marseille,40 Avenue Roger Salengro,43.310375,5.373346
01_lat_long_2dp,1.0,"Rounded lat/long key 43.33, 5.35",0.3516,1.0,1.0,1.0,5627,Digital Realty,MRS5,France,Marseille,"Grand Port Maritime silo Ã  sucre dâ€™Arenc, 13015 Marseille, France",43.33392856,5.353366744,15972,"Digital Realty Trust, Inc.",Marseille MRS5,France,Marseille,"Enceinte Portuaire, Porte 4",43.334246,5.350635
01_lat_long_2dp,1.0,"Rounded lat/long key 43.34, 5.35",1.0,1.0,1.0,1.0,5628,Digital Realty,MRS2,France,Marseille,"Enceinte Portuaire, Building 1, Porte 4 13015, France",43.338714,5.347038,15969,"Digital Realty Trust, Inc.",Marseille MRS2,France,Marseille,"Enceinte Portuaire, Porte 4",43.3385,5.34726
01_lat_long_2dp,1.0,"Rounded lat/long key 43.34, 5.35",1.0,0.3333,1.0,1.0,5628,Digital Realty,MRS2,France,Marseille,"Enceinte Portuaire, Building 1, Porte 4 13015, France",43.338714,5.347038,15970,"Digital Realty Trust, Inc.",Marseille MRS3,France,Marseille,"Enceinte Portuaire, Porte 4",43.33944,5.34583
01_lat_long_2dp,1.0,"Rounded lat/long key 43.34, 5.35",1.0,0.3333,1.0,1.0,5628,Digital Realty,MRS2,France,Marseille,"Enceinte Portuaire, Building 1, Porte 4 13015, France",43.338714,5.347038,15971,"Digital Realty Trust, Inc.",Marseille MRS4,France,Marseille,Enceinte Portuaire,43.33956,5.34663
01_lat_long_2dp,1.0,"Rounded lat/long key 43.34, 5.35",1.0,0.3333,1.0,1.0,5629,Digital Realty,MRS3,France,Marseille,"Enceinte Portuaire, Building 2, Porte 4 13015, France",43.33924071,5.346168964,15969,"Digital Realty Trust, Inc.",Marseille MRS2,France,Marseille,"Enceinte Portuaire, Porte 4",43.3385,5.34726
