excel_row,source,owner,dc_name,country,city,address,lat,long,match_count,matched_excel_rows,matched_names,matched_owners
133,DC Byte,Edge Centres,EC5 Albury,Australia,Albury,"466 David St, Albury NSW 2640, Australia",-36.08303082,146.920669,1,12315,EC5 Albury,Edge Centres
134,DC Byte,Leading Edge DC,ABX1 Albury,Australia,Albury,"121 Airport Drive, East Albury, NSW 2640",-36.07121819,146.9549102,0,,,
135,DC Byte,T4,Te Tai Tokerau,New Zealand,Whangarei,"113 Bank Street, WhangÄrei 0110, New Zealand",-35.72199986,174.3198945,2,17470; 21864,Northland; Whangarei,T4 Group Limited; Advanced Data Centres
136,DC Byte,STACK Infrastructure,CAN01,Australia,Canberra,"Val Reid Crescent, Hume, ACT 2620",-35.40540529,149.1515367,1,9924,CAN01A,"Stack Infrastructure, Inc."
137,DC Byte,CDC Data Centres,Hume Campus Two (HU6),Australia,Canberra,"62 Sawmill Cct, Hume ACT 2620, Australia",-35.39713009,149.1637483,0,,,
138,DC Byte,CDC Data Centres,Hume Campus Two (HU4),Australia,null,"5 Tralee Street, Hume, ACT 2620",-35.39591005,149.1637723,0,,,
139,DC Byte,Optus,Canberra Technical Facility,Australia,Canberra,"47 Raws Crescent, Hume ACT 2620, Australia",-35.39565843,149.1662193,1,9932,Canberra,TPG Telecom Limited
140,DC Byte,CDC Data Centres,Hume Campus Two (HU5),Australia,null,"5 Tralee Street, Hume, ACT 2620",-35.39537329,149.1622886,0,,,
141,DC Byte,CDC Data Centres,Hume Campus One (HU3),Australia,Canberra,54 Sheppard Street Hume ACT 2620,-35.3893294,149.1684357,6,13976; 13977; 13978; 13979; 13980; 13981,Hume 1; Hume 2; Hume 3; Hume 4; Hume 5; Hume 6,CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres
142,DC Byte,CDC Data Centres,Hume Campus One (HU2),Australia,Canberra,54 Sheppard Street Hume ACT 2620,-35.3890422,149.1678377,6,13976; 13977; 13978; 13979; 13980; 13981,Hume 1; Hume 2; Hume 3; Hume 4; Hume 5; Hume 6,CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres
143,DC Byte,CDC Data Centres,Hume Campus One (HU1),Australia,Canberra,54 Sheppard Street Hume ACT 2620,-35.38865014,149.1676486,6,13976; 13977; 13978; 13979; 13980; 13981,Hume 1; Hume 2; Hume 3; Hume 4; Hume 5; Hume 6,CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres; CDC Data Centres
144,DC Byte,DCI Data Centers,CBR01,Australia,Jerrabomberra,"2 Wolseley Pl, Jerrabomberra NSW 2619, Australia",-35.38110014,149.1930225,1,9994,CBR01,DCI Data Centers
145,DC Byte,Bonshaw ACT Pty Ltd,Bonshaw Data Centre,Australia,Symonston,"Bonshaw, 722 Canberra Ave, Australian Capital Territory 2619",-35.34531036,149.1911677,0,,,
146,DC Byte,CDC Data Centres,Beard Campus One (BE1-3),Australia,Oaks Estate,"Tantalum Street & Nickel Street, Copper Crescent, Beard ACT 2620",-35.34014613,149.2095549,0,,,
147,DC Byte,CDC Data Centres,Fyshwick Campus One (FY2),Australia,Canberra,"11 Tom Price St, Fyshwick ACT 2609, Australia",-35.33817451,149.1832984,0,,,
148,DC Byte,CDC Data Centres,Fyshwick Campus One (FY1),Australia,Canberra,"2 Leonora Street, Fyshwick ACT 2609",-35.33758555,149.1822185,0,,,
149,DC Byte,Tranteret Pty Ltd,Tennant Street,Australia,Canberra,"14 Tennant St, Fyshwick ACT 2609, Australia",-35.33341531,149.1830953,0,,,
150,DC Byte,Macquarie Data Centres,IC5,Australia,Canberra,"6 Pearce Ave, Australian Capital Territory 2609, Australia",-35.30107247,149.202087,1,14309,Intellicentre 4 Bunker,Macquarie Telecom Pty Ltd.
151,DC Byte,Macquarie Data Centres,IC4,Australia,Canberra,"6 Pearce Ave, Australian Capital Territory 2609, Australia",-35.30106532,149.2021191,1,14309,Intellicentre 4 Bunker,Macquarie Telecom Pty Ltd.
152,DC Byte,TPG Telecom Group,TransACT Telehouse,Australia,North Canberra,"470 Northbourne Avenue Dickson, 2602, Australia",-35.25186226,149.1343556,1,9932,Canberra,TPG Telecom Limited
153,DC Byte,NEXTDC,C1,Australia,District of Belconnen,"19 Battye St, Bruce ACT 2617",-35.24533874,149.0963324,1,9864,C1,NEXTDC Limited
154,DC Byte,Australian Data Centres,ADC Mitchell,Australia,District of Gungahlin,"38 Vicars St, Mitchell ACT 2911, Australia",-35.21111813,149.1461939,1,16436,Mitchell,Australian Pacific Data Centres Pty Ltd
155,DC Byte,Equinix,CA1,Australia,District of Gungahlin,"51 Dacre St, Mitchell ACT 2911, Australia",-35.20806971,149.1347,1,9873,CA1,"Equinix, Inc."
156,DC Byte,Leading Edge DC,WGA1 Wagga Wagga,Australia,Turvey Park,"20 Hely Ave, Turvey Park, NSW 2650",-35.12613657,147.3485871,0,,,
157,DC Byte,DigiCo,ADL2,Australia,Hawthorn,"23 - 27 Woomera Ave,  5111 Edinburgh SA, Australia",-34.96845674,138.6083976,1,13538,Hawthorn,iseek Pty Ltd.
158,DC Byte,TPG Telecom Group,TPG ADL4 (Adam Data Centre),Australia,Mile End South,"19-47 London Road, Mile End South, 5031, Australia",-34.93709885,138.5732177,1,16359,Mile End,TPG Telecom Limited
159,DC Byte,Colocity,DC1 - Pulteney Street,Australia,Adelaide,"249-251 Pulteney Street, 5000 Adelaide South Australia, Australia",-34.9288145,138.6056882,4,8381; 8441; 8444; 11652,A1; Adelaide; Adelaide; DC3,NEXTDC Limited; Colocity Pty Ltd; Logic Plus Pty. Ltd.; Colocity Pty Ltd
160,DC Byte,TPG Telecom Group,Internode ADL6,Australia,Adelaide,"262 Franklin Street, Adelaide, 5000, Australia",-34.9272618,138.5890354,4,8443; 8466; 18393; 18573,Adelaide; ADL6; PIPE DC; Primus Adelaide,HostExpress; Internode Pty Ltd; TPG Telecom Limited; Vocus Group Limited
161,DC Byte,Vocus,VocusDC,Australia,Adelaide,"Level 1/132 Franklin St, Adelaide SA 5000, Australia",-34.92723178,138.5941189,4,8443; 8466; 18393; 18573,Adelaide; ADL6; PIPE DC; Primus Adelaide,HostExpress; Internode Pty Ltd; TPG Telecom Limited; Vocus Group Limited
162,DC Byte,Colocity,DC3 - Morphett Street,Australia,Adelaide,"172 Morphett Street 5000 Adelaide South Australia, Australia",-34.92649448,138.594,4,8443; 8466; 18393; 18573,Adelaide; ADL6; PIPE DC; Primus Adelaide,HostExpress; Internode Pty Ltd; TPG Telecom Limited; Vocus Group Limited
163,DC Byte,TPG Telecom Group,AAPT Adelaide,Australia,Adelaide,"45 Pirie St, Adelaide SA 5000, Australia",-34.9259233,138.6015403,5,8442; 8446; 8447; 8448; 8449,Adelaide; Adelaide; Adelaide; Adelaide 1; Adelaide 2,Escapenet; Velocity Servers; Vintek Pty. Ltd.; TPG Telecom Limited; TPG Telecom Limited
164,DC Byte,NEXTDC,A1,Australia,Adelaide,"211 - 217 Pirie St Adelaide, SA 5000",-34.92570268,138.6078509,4,8381; 8441; 8444; 11652,A1; Adelaide; Adelaide; DC3,NEXTDC Limited; Colocity Pty Ltd; Logic Plus Pty. Ltd.; Colocity Pty Ltd
165,DC Byte,DCI Data Centers,Adelaide 02 (ADL02),Australia,Kidman Park,"340 Findon Rd, Kidman Park SA 5025, Australia",-34.90884139,138.5306627,2,8445; 8464,Adelaide; ADL02,DCI Data Centers; DCI Data Centers
166,DC Byte,DCI Data Centers,Adelaide 01 (ADL01),Australia,Kidman Park,"338 - 342 Findon Rd, Kidman Park SA 5025, Australia",-34.90877433,138.5315605,2,8445; 8464,Adelaide; ADL02,DCI Data Centers; DCI Data Centers
167,DC Byte,Montevideo COMM,Montevideo,Uruguay,Montevideo,"Bv. Gral. Artigas 1139, 11200 Montevideo, Departamento de Montevideo, Uruguay",-34.90798307,-56.16383819,1,16512,Montevideo,Antel Corporation
168,DC Byte,Antel,Pocitos,Uruguay,Montevideo,"RamÃ³n Masini 3012, 11300 Montevideo, Departamento de Montevideo, Uruguay",-34.90726289,-56.1529929,0,,,
169,DC Byte,Banco Republica,CPD Casa Central,Uruguay,Montevideo,"Casa Central 11000 Montevideo, Montevideo Department, Uruguay",-34.905511,-56.208704,0,,,
170,DC Byte,Latechco,WTC Tower,Uruguay,Montevideo,"Dr. Luis Bonavita 1266 11300 Montevideo, Departamento de Montevideo Uruguay",-34.90346306,-56.13475628,0,,,
171,DC Byte,Latechco,WTC Free ZONE,Uruguay,Montevideo,"Dr. Luis Bonavita 1294, 11300 Montevideo, Departamento de Montevideo, Uruguay",-34.90244266,-56.13410862,2,8480; 21908,Aguada Park Free Trade Zone; World Trade Center Free Zone,Latechco; Latechco
172,DC Byte,Latechco,Aguada Park,Uruguay,Montevideo,"Paraguay 2141, 11800 Montevideo, Departamento de Montevideo, Uruguay",-34.89071269,-56.19456424,1,8480,Aguada Park Free Trade Zone,Latechco
173,DC Byte,ARBA,ARBA,Argentina,Manuel B. Gonnet,"Calle 508, Centro, B1897 Gonnet, Provincia de Buenos Aires, Argentina",-34.88779577,-58.00532836,0,,,
174,DC Byte,DCE Ingenieria,DCE Ingenieria,Argentina,Manuel B. Gonnet,"Calle 505 y 16, Manuel B. Gonnet, Buenos Aires Province, Argentina",-34.88617207,-58.00818153,0,,,
175,DC Byte,Geocom,Geocenter,Uruguay,Montevideo,"Dionisio Oribe 3071, 11600 Montevideo, Departamento de Montevideo, Uruguay",-34.88571198,-56.14810706,0,,,
176,DC Byte,Edge Centres,EC10 Nowra,Australia,Nowra,"Nowra, NSW 2541, Australia",-34.87610717,150.6010219,0,,,
177,DC Byte,New Era Technology,Intervolve Pooraka,Australia,Mawson Lakes,"14 Williams Cct, Pooraka SA 5095, Australia",-34.82757171,138.6058988,1,11575,DC1 DC2,Vintek Pty. Ltd.
178,DC Byte,DCI Data Centers,Adelaide 03 (ADL03),Australia,Mawson Lakes,"12 - 15 Third Ave, Mawson Lakes SA 5095, Australia",-34.8204526,138.6200887,0,,,
179,DC Byte,Google,Uruguay,Uruguay,General LÃ­ber Seregni,"Acceso Parque de las Ciencias, Ruta 101-Capitan Juan Antonio Artigas, 14000 Departamento de Canelones, Uruguay",-34.80651726,-56.00219215,1,21476,Uruguay,Alphabet Inc.
180,DC Byte,ZonaAmerica,Uruguay,Uruguay,Montevideo,"Km 17.500 S/N, Ruta 8 Brigadier Gral Juan Antonio Lavalleja, Montevideo, Uruguay",-34.78875294,-56.06786094,0,,,
181,DC Byte,DigiCo,ADL1,Australia,Edinburgh,"60 Belair Rd 5062 Hawthorn SA, Australia",-34.74034276,138.6440727,1,13538,Hawthorn,iseek Pty Ltd.
182,DC Byte,Antel,Ing. JosÃ© Luis Massera,Uruguay,Pando,"15600 Pando, Departamento de Canelones, Uruguay",-34.72512457,-55.94715593,0,,,
183,DC Byte,NextStreamDC,Velez,Argentina,Buenos Aires,"Cruz del Sud 2943, C1279ACA CABA, Argentina",-34.65575088,-58.38772755,2,9131; 9807,BAEHOST Telefonica; Buenos Aires Avenida Osvaldo Cruz,Nextstream Limited; Nextstream Limited
184,DC Byte,NextStreamDC,Barracas,Argentina,Buenos Aires,"Osvaldo Cruz 2890, Ciudad AutÃ³noma de Buenos Aires, C1293 ADT, Buenos Aires, Argentina",-34.65544452,-58.38681698,2,9131; 9807,BAEHOST Telefonica; Buenos Aires Avenida Osvaldo Cruz,Nextstream Limited; Nextstream Limited
185,DC Byte,Prisma Medios de Pago,Prisma Data Center,Argentina,Buenos Aires,"LavardÃ©n 247, C1437 FBE, Buenos Aires, Argentina",-34.63970526,-58.40259046,1,19095,RINGO DC,Iplan Networks S.A.
186,DC Byte,Fiserv,Parque Patricios,Argentina,Buenos Aires,"Rondeau 3439, C1262ABW C1262ABW, Buenos Aires, Argentina",-34.63679885,-58.41288327,0,,,
187,DC Byte,Claro,Av. Brasil,Argentina,Buenos Aires,"Av. Brasil 77, C1107 Cdad. AutÃ³noma de Buenos Aires, Argentina",-34.62489221,-58.36594021,2,11559; 11561,DC1; DC1,housing.com.ar; housing.com.ar
188,DC Byte,Cirion,Telepuerto,Argentina,Buenos Aires,"AlfÃ©rez de NavÃ­o Francisco Pareja 256, Buenos Aires, Provincia de Buenos Aires, Argentina",-34.62288459,-58.35762829,1,9120,BA DC 2,Cirion Technologies
189,DC Byte,Fiserv,CABA Data center,Argentina,Buenos Aires,"PerÃº 143, C1067AAD CABA, Argentina",-34.60975156,-58.3752821,2,9799; 11560,Buenos Aires; DC1,"SERVICIOS INFORMÁTICOS DE SOFTWARE Y TELECOMUNICACIONES, S.L.; Intermedia Comunicaciones SA"
190,DC Byte,Provincia NET,CPD Mitre,Argentina,Buenos Aires,"Reconquista 46, Floor 6 C1003 AEB, Buenos Aires, Argentina",-34.60753827,-58.37249749,1,9801,Buenos Aires,"SkyOnline, Inc."
191,DC Byte,Camara Argentina de Internet,CABASE,Argentina,Buenos Aires,"Suipacha 128, C1008 AAD, Buenos Aires, Argentina",-34.60678324,-58.37952665,2,9799; 11560,Buenos Aires; DC1,"SERVICIOS INFORMÁTICOS DE SOFTWARE Y TELECOMUNICACIONES, S.L.; Intermedia Comunicaciones SA"
192,DC Byte,Cirion,Buenos Aires,Argentina,Buenos Aires,"Av. Del Campo NÂ°1301, Ciudad AutÃ³ma de Buenos Aires, Argentina",-34.5898725,-58.46685648,11,9129; 9800; 9802; 9803; 9805; 9806; 9808; 9809; 11562; 14213; 15886,BAEHOST Gigared; Buenos Aires; Buenos Aires; Buenos Aires 1; Buenos Aires 2; Buenos Aires 2; Buenos Aires Datacenter; Buenos Aires Isabel la Catolica; DC1; IFX in CTL; Main DC,Gigared S.A.; Telecom Argentina S.A.; BT Group plc; Iplan Networks S.A.; Iplan Networks S.A.; Claro Corp.; IFX Networks LLC; Nextstream Limited; Gigared S.A.; Cirion Technologies; Cirion Technologies
193,DC Byte,Claro,Olleros,Argentina,Buenos Aires,"Olleros 2770, C1426 CABA, Argentina",-34.57376942,-58.44537036,1,9804,Buenos Aires 1,Claro Corp.
194,DC Byte,Cloud Carrier,Southern Highlands Data Campus,Australia,Moss Vale,"30 Douglas Rd, Moss Vale NSW 2577, Australia",-34.51543654,150.3698186,0,,,
195,DC Byte,Kyndryl,"Martinez, Argentina",Argentina,MartÃ­nez,"Pte. Hipolito Yrigoyen, 2149. Martinez / San Isidro Buenos Aires, B1640 MartÃ­nez, AR",-34.50064994,-58.52572837,1,15977,Martínez,International Business Machines Corporation
196,DC Byte,Claro,Don Torcuato,Argentina,Don Torcuato,"Emilio Lamarca 2482 B1611FSD Don Torcuato, Buenos Aires, Argentina",-34.480711,-58.630768,0,,,
197,DC Byte,Telecom Argentina,Pacheco,Argentina,Ricardo Rojas,"Colectora Este, Ricardo Rojas, Provincia de Buenos Aires, Argentina",-34.4672835,-58.68195799,0,,,
198,DC Byte,EdgeConneX,Buenos Aires Fatima,Argentina,FÃ¡tima,"C. del Canal 308, Fatima, Provincia de Buenos Aires, Argentina",-34.41777423,-58.95796422,1,9122,BA1 Buenos Aires,EdgeConneX Inc.
199,DC Byte,ARSAT,Benavidez,Argentina,BenavÃ­dez,Av. Gral. Juan Domingo PerÃ³n 7934 B1621 Benavidez Provincia de Buenos Aires Argentina,-34.41039806,-58.719651,1,10040,Centro Nacional de Datos ARSAT,Empresa Argentina de Soluciones Satelitales AR-SAT SA
200,DC Byte,Africa Data Centres,CPT2,South Africa,Cape Town,"7945 Cape Town, South Africa",-34.08002913,18.47561038,1,10929,CPT2,Africa Data Centres (Pty.) Ltd.
201,DC Byte,Africa Data Centres,CPT1,South Africa,Cape Town,"108 De Waal Road, 7945 Cape Town, South Africa",-34.038599,18.478112,1,10928,CPT1,Africa Data Centres (Pty.) Ltd.
202,DC Byte,Amazon Web Services,SYD52,Australia,Sydney,"42B Bluett Drive, Smeaton Grange, NSW 2567, Australia",-34.03713136,150.767998,3,20641; 20642; 20643,SYD52; SYD52-2; SYD52-3,"Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc."
203,DC Byte,Amazon Web Services,SYD54,Australia,Smeaton Grange,"42B Bluett Dr, Smeaton Grange NSW 2567, Australia",-34.03657292,150.7669897,3,20641; 20642; 20643,SYD52; SYD52-2; SYD52-3,"Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc."
204,DC Byte,Amazon Web Services,SYD56,Australia,Smeaton Grange,"42A Bluett Dr, Smeaton Grange NSW 2567, Australia",-34.03585916,150.7659437,3,20641; 20642; 20643,SYD52; SYD52-2; SYD52-3,"Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc."
205,DC Byte,Amazon Web Services,SYD58,Australia,Sydney,"52 Turner Rd, Smeaton Grange NSW 2567, Australia",-34.02997009,150.7601268,0,,,
206,DC Byte,Amazon Web Services,SYD59,Australia,Currans Hill,"43 Turner Rd, Gregory Hills NSW 2557, Australia",-34.02921008,150.76098,0,,,
207,DC Byte,Amazon Web Services,Cape Film Studios,South Africa,Cape Town,"Film City Blvd, Faure, Cape Town, 7131, South Africa",-34.02795901,18.72032497,0,,,
208,DC Byte,xneelo,CPT01,South Africa,Cape Town,"Great Westerford, M4, Rondebosch, Cape Town, South Africa",-33.97012429,18.46497008,4,9938; 9939; 9941; 20860,Cape Town; Cape Town CT1; Cape Town Data Centre; Telehouse Cape Town,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
209,DC Byte,Teraco,CT1,South Africa,Cape Town,"Great Westerford Building, Cape Town, South Africa ",-33.97004564,18.4645994,4,9938; 9939; 9941; 20860,Cape Town; Cape Town CT1; Cape Town Data Centre; Telehouse Cape Town,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
210,DC Byte,Open Access Data Centres,Rondebosch CPT 1,South Africa,Cape Town,"Rondebosch, Cape Town, 7700, South Africa",-33.96033849,18.47229129,1,17637,OADC Rondebosch (CPT1),Open Access Data Centres (OADC)
211,DC Byte,Equinix,ST4-Longovilo,Chile,San Pedro,"Longovilo, San Pedro, RegiÃ³n Metropolitana, Chile",-33.95573942,-71.40044543,1,20326,ST4,"Equinix, Inc."
212,DC Byte,Goodman,Kent Road,Australia,Mascot,"2 and 10-22 Kent Road, Mascot NSW 2020, Australia",-33.92061465,151.1838051,1,15981,Mascot,Goodman Group
213,DC Byte,Vodacom,Foreshore Datacenter,South Africa,Cape Town,"14 Louis Gradner St, Cape Town City Centre, 8000 Cape Town, South Africa",-33.920085,18.432475,1,12706,Foreshore,Vodacom Group Limited
214,DC Byte,Equinix,SY5,Australia,Alexandria,"B/200 Bourke Rd and 506 Gardeners Rd, Alexandria NSW 2015, Australia",-33.9193247,151.1893022,12,12463; 12464; 12465; 12466; 12467; 12468; 12469; 20603; 20605; 20607; 20608; 20622,Equinix SY1; Equinix SY1; Equinix SY1; Equinix SY1; Equinix SY1; Equinix SY1; Equinix SY2; SY1; SY2; SY4; SY5; SYD1,"Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Secure Connect Pty"
215,DC Byte,Vocus,SYD01,Australia,Sydney,"59 Doody St, Alexandria NSW 2015, Australia",-33.91491039,151.1929426,9,12470; 12471; 12472; 12473; 20606; 20612; 20630; 20631; 21711,Equinix SY3; Equinix SY3; Equinix SY3; Equinix SY3; SY3; SYD01; SYD2; SYD2; Vocus,"Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Vocus Group Limited; Equinix, Inc.; Vocus Group Limited; Vocus Group Limited"
216,DC Byte,Markham Real Estate Partners,Riordan Street,Australia,Sydney,"22 O'Riordan St, Alexandria NSW 2015 ",-33.90809427,151.201244,0,,,
217,DC Byte,Teraco,CT2,South Africa,Kuilsrivier,"Brackengate 2, 57 Tiber Rd, Brackenfell South, Cape Town, 7560, South Africa",-33.90723961,18.67895185,1,9940,Cape Town CT2,"Digital Realty Trust, Inc."
218,DC Byte,Open Access Data Centres,Brackenfell CPT 2,South Africa,Bellville,"Viro Cres, Stikland Industrial, Cape Town, 7530, South Africa",-33.90248464,18.67428259,1,17632,OADC Brackenfell (CPT2),Open Access Data Centres (OADC)
219,DC Byte,Amaze,DataHaven,Australia,Sydney,"Unit 2/340 George St, Waterloo NSW 2017, Australia",-33.90168798,151.2028486,0,,,
220,DC Byte,Amazon Web Services,Brackengate,South Africa,Cape Town,"14 Elbe St, Brackenfell South, Cape Town, 7560, South Africa",-33.90126099,18.6808707,0,,,
221,DC Byte,TPG Telecom Group,Glebe Data Centre,Australia,Sydney,"30 Ross St, Forest Lodge NSW 2037, Australia",-33.88312364,151.1826175,1,20629,SYD1 or Broadway,TPG Telecom Limited
222,DC Byte,Macquarie Data Centres,IC1 Sydney CBD Data Centre,Australia,Sydney,"477 Pitt St, Haymarket NSW 2000, Australia",-33.88057756,151.2060707,4,14305; 20626; 20645; 20654,Intellicentre 1; SYD1; Sydney; Sydney Liverpool St,Macquarie Telecom Pty Ltd.; TraiTel Telecommunications; Telstra Group Limited; Telstra Group Limited
223,DC Byte,Optus,Ultimo,Australia,Sydney,"549 Harris St, Ultimo NSW 2007, Australia",-33.87872834,151.198788,22,13121; 13122; 13123; 13124; 13125; 13126; 13127; 13128; 13129; 13130; 13131; 13132; 13133; 17726; 20625; 20632; 20636; 20652; 20653; 20660; 21440; 21441,Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; Global Switch West; OPTUS EXPAN; SYD1; SYD2; SYD3; Sydney - Global Switch West; Sydney East; Sydney West; Ultimo; Ultimo,Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Singapore Telecommunications Limited; Telstra Group Limited; TPG Telecom Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited; Global Switch Holdings Limited
224,DC Byte,Telstra,SYCS1,Australia,Sydney,"133 Liverpool St, Sydney NSW 2000, Australia",-33.87691359,151.2083621,3,14305; 20626; 20654,Intellicentre 1; SYD1; Sydney Liverpool St,Macquarie Telecom Pty Ltd.; TraiTel Telecommunications; Telstra Group Limited
